Kód;Územná jednotka;bez ukončeného vzdelania – osoby vo veku 0-14 rokov (abs.);základné vzdelanie (abs.);stredné odborné (učňovské) vzdelanie (bez maturity) (abs.);úplné stredné vzdelanie (s maturitou) (abs.);vyššie odborné vzdelanie (abs.);vysokoškolské vzdelanie (abs.);bez školského vzdelania – osoby vo veku 15 rokov a viac (abs.);nezistené (abs.)
SK0419520365;Klenova;75;146;107;100;14;58;2;6
SK0419520381;Kolbasov;1;18;26;16;1;4;1;1
SK0419520390;Kolonica;36;115;146;140;22;70;2;7
SK0419520438;Ladomirov;11;79;70;71;12;18;1;5
SK0419520489;Michajlov;5;13;23;30;2;6;1;2
SK0419520551;Nova Sedlica;8;87;70;38;15;21;2;10
SK0419520594;Osadne;8;22;31;27;6;14;41;1
SK0419520632;Parihuzovce;0;1;5;6;0;6;0;2
SK0419520641;Pcoline;45;87;114;168;26;93;0;18
SK0419520659;Pichne;62;68;132;171;27;79;2;18
SK0419520675;Prislop;0;15;13;7;2;4;2;4
SK0419520730;Runina;1;11;20;27;2;16;0;0
SK0419520748;Ruska Volova;0;21;34;24;2;4;0;0
SK0419520764;Rusky Potok;8;32;39;28;13;5;2;2
SK0419520802;Snina;1762;2653;3480;5476;921;3324;43;1053
SK0419520811;Stakcinska Roztoka;22;71;72;87;11;39;0;0
SK0419520829;Stakcin;238;520;528;594;95;331;7;80
SK0419520845;Strihovce;12;40;43;23;5;19;0;0
SK0419520870;Smigovec;5;31;26;14;1;1;0;3
SK0419520888;Topola;11;36;41;43;7;20;0;1
SK0419520918;Ubla;90;185;199;157;35;94;1;31
SK0419520934;Ulic;70;187;218;201;36;84;7;22
SK0419520942;Ulicske Krive;19;68;74;53;10;11;0;10
SK0419521051;Zboj;8;83;76;69;9;33;0;7
SK0419521108;Zemplinske Hamre;129;210;340;324;70;169;1;27
SK041A526665;Stara Lubovna;2171;2348;2715;3731;819;3111;59;984
SK041A526673;Circ;264;320;225;288;62;142;6;23
SK041A526681;Durkova;23;60;63;48;11;16;0;3
SK041A526690;Forbasy;69;58;110;106;40;71;0;5
SK041A526703;Hajtovka;4;6;25;19;3;9;0;2
SK041A526711;Haligovce;72;151;182;144;29;55;4;13
SK041A526720;Hniezdne;185;286;364;338;64;161;7;23
SK041A526738;Hranicne;16;42;64;46;9;12;3;1
SK041A526746;Hromos;57;90;151;114;32;51;0;3
SK041A526754;Chmelnica;105;166;237;240;65;149;0;18
SK041A526762;Jakubany;504;964;579;370;85;220;45;74
SK041A526771;Jarabina;106;199;190;222;49;124;2;27
SK041A526789;Kamienka (Okres Stara Lubovna);154;206;320;312;78;240;1;25
SK041A526797;Kolackov;279;379;242;189;36;115;24;2
SK041A526801;Kremna;11;20;34;12;3;12;0;2
SK041A526819;Kyjov;143;261;132;109;19;67;2;4
SK041A526827;Lackova;12;23;37;44;9;28;1;0
SK041A526835;Legnava;3;28;20;9;0;8;22;4
SK041A526843;Lesnica;49;121;168;86;17;42;1;4
SK041A526851;Litmanova;63;89;151;161;36;107;2;24
SK041A526860;Lomnicka;1191;1587;388;10;3;3;7;50
SK041A526878;Lubotin;179;296;303;291;59;143;5;43
SK041A526886;Maly Lipnik;50;65;114;101;27;91;2;5
SK041A526894;Matysova;4;13;15;13;1;8;1;1
SK041A526908;Mnisek nad Popradom;82;121;150;158;19;65;1;15
SK041A526916;Nizne Ruzbachy;88;90;180;140;36;84;3;5
SK041A526924;Nova Lubovna;367;474;675;780;189;488;8;28
SK041A526932;Obrucne;0;7;9;5;0;4;1;0
SK041A526941;Orlov;41;135;175;147;17;66;2;18
SK041A526959;Plavec;200;325;505;471;75;166;4;40
SK041A526967;Plavnica;191;292;353;435;87;258;0;21
SK041A526975;Podolinec;397;596;643;727;160;414;6;165
SK041A526983;Puste Pole;18;40;59;52;10;36;0;2
SK041A526991;Ruska Vola nad Popradom;4;13;24;21;5;12;0;1
SK041A527009;Starina;4;7;13;11;3;13;0;1
SK041A527017;Stranany;13;29;43;68;8;22;2;2
SK041A527025;Sulin;19;57;114;77;12;21;0;5
SK041A527033;Sambron;35;56;80;100;23;76;1;5
SK041A527041;Sarisske Jastrabie;379;526;192;202;33;110;5;45
SK041A527050;Udol;40;75;85;95;14;59;2;1
SK041A527068;Velka Lesna;77;109;137;106;18;45;1;9
SK041A527076;Velky Lipnik;89;177;228;235;53;117;4;11
SK041A527084;Vislanka;28;53;73;66;14;22;0;9
SK041A527092;Vysne Ruzbachy;158;246;335;319;82;225;3;36
SK041B527114;Bana;20;39;44;52;8;14;2;8
SK041B527157;Breznica;94;155;184;230;35;106;1;9
SK041B527165;Breznicka (Okres Stropkov);9;34;33;34;3;10;1;3
SK041B527173;Brusnica;34;85;67;73;7;32;1;9
SK041B527181;Bukovce;70;123;111;133;22;59;0;4
SK041B527190;Bystra (Okres Stropkov);1;8;4;2;2;4;0;0
SK041B527203;Bzany;20;43;41;57;10;43;0;1
SK041B527262;Duplin;62;74;130;149;21;71;0;2
SK041B527289;Gribov;23;56;38;41;9;17;1;4
SK041B527297;Havaj;41;64;105;147;5;53;5;5
SK041B527335;Chotca;78;89;120;206;25;93;0;18
SK041B527343;Jakusovce;1;7;15;13;1;3;0;0
SK041B527386;Kolbovce;20;69;34;36;5;9;0;4
SK041B527408;Korunkova;8;18;19;17;2;10;0;2
SK041B527416;Kozuchovce;0;24;12;6;1;5;0;0
SK041B527467;Krislovce;0;8;12;9;1;2;0;0
SK041B527475;Krusinec;23;41;47;64;12;41;0;10
SK041B527513;Lomne;21;41;36;82;11;36;2;7
SK041B527521;Makovce;11;36;31;44;2;17;1;2
SK041B527530;Mala Polana;10;32;24;32;2;13;2;0
SK041B527572;Mikova;18;47;28;27;4;8;0;14
SK041B527581;Minovce;23;60;89;103;11;49;0;4
SK041B527611;Mrazovce;11;9;18;31;3;7;0;2
SK041B527637;Nizna Olsava;68;93;85;105;23;40;1;8
SK041B527700;Olsavka (Okres Stropkov);5;31;58;55;9;28;0;5
SK041B527718;Potocky;9;11;13;26;3;8;0;0
SK041B527726;Potoky;8;14;18;31;4;9;0;4
SK041B527793;Krucov;18;46;55;48;9;29;1;0
SK041B527815;Solnik;5;14;4;7;0;5;0;0
SK041B527823;Staskovce;24;45;55;70;12;35;1;9
SK041B527840;Stropkov;1126;1723;1568;2845;458;1866;31;450
SK041B527866;Sandal;35;48;74;77;31;37;0;8
SK041B527912;Tisinec;56;58;93;162;27;76;1;5
SK041B527921;Tokajik;8;17;25;22;10;6;2;0
SK041B527939;Turany nad Ondavou;25;52;76;117;17;49;1;11
SK041B527971;Varechovce;8;34;37;29;4;23;1;2
SK041B527980;Velkrop;33;98;46;30;3;11;0;10
SK041B527998;Vislava;15;40;58;71;5;8;0;4
SK041B528005;Vladica;6;7;15;21;7;9;0;0
SK041B528013;Vojtovce;7;17;28;21;1;20;0;4
SK041B528021;Vyskovce;9;31;41;28;6;13;1;3
SK041B528048;Vysna Olsava;103;164;151;119;21;56;3;24
SK041B560073;Vysny Hrabovec;25;42;53;46;5;23;1;2
SK041C519197;Giraltovce;460;799;852;888;186;503;110;203
SK041C519316;Kalniste;47;123;165;107;19;44;4;4
SK041C519332;Kobylnice;7;16;23;22;7;11;0;4
SK041C519391;Kracunovce;133;191;270;349;79;208;2;7
SK041C519448;Kukova;88;105;182;146;51;131;2;15
SK041C519537;Lucka (Okres Svidnik);54;100;124;152;27;60;1;2
SK041C519561;Luzany pri Topli;23;46;58;65;15;39;0;2
SK041C519596;Micakovce;11;14;30;44;4;21;0;1
SK041C519987;Zeleznik;39;79;130;128;19;65;0;2
SK041C519995;Zelmanovce;33;59;88;89;15;38;0;5
SK041C527106;Svidnik;844;1244;1760;3034;586;2240;19;441
SK041C527122;Belejovce;2;4;5;2;2;9;0;0
SK041C527131;Benadikovce;18;34;53;57;7;33;0;2
SK041C527149;Bodruzal;5;23;14;10;2;6;0;0
SK041C527211;Cernina;71;135;103;159;20;85;4;4
SK041C527220;Cigla;7;20;26;15;2;3;1;0
SK041C527238;Dlhona;24;36;21;6;1;3;0;0
SK041C527246;Dobroslava;7;8;7;12;2;10;0;0
SK041C527254;Dubova (Okres Svidnik);14;32;67;47;13;21;1;5
SK041C527271;Fijas;25;23;46;28;4;19;0;1
SK041C527301;Havranec;2;2;4;0;1;6;0;0
SK041C527319;Hrabovcik;39;47;62;111;20;45;0;5
SK041C527327;Hunkovce;37;88;83;55;12;41;3;9
SK041C527351;Jurkova Vola;9;15;7;27;7;15;0;4
SK041C527360;Kapisova;59;118;84;101;13;71;1;3
SK041C527378;Keckovce;48;71;64;41;4;13;1;12
SK041C527394;Korejovce;7;14;19;22;3;11;0;0
SK041C527424;Krajna Bystra;104;222;66;45;7;18;5;7
SK041C527432;Krajna Polana;31;61;52;41;5;12;0;10
SK041C527441;Krajna Porubka;1;7;7;13;2;5;0;0
SK041C527459;Krajne Cierno;4;18;10;29;4;14;0;0
SK041C527483;Kruzlova;131;275;157;85;9;36;4;8
SK041C527491;Kurimka;58;66;92;108;17;39;2;4
SK041C527505;Ladomirova;144;330;234;187;29;106;2;13
SK041C527548;Matovce;9;21;23;34;7;21;1;1
SK041C527556;Medvedie;5;8;8;13;1;9;0;0
SK041C527564;Mestisko;39;59;95;165;13;73;1;2
SK041C527599;Mirola;3;10;15;12;4;11;0;1
SK041C527602;Mlynarovce;19;63;53;46;9;22;0;3
SK041C527629;Nizna Jedlova;1;22;19;23;3;34;0;2
SK041C527645;Nizna Pisana;4;9;35;17;3;14;0;1
SK041C527653;Nizny Komarnik;37;61;32;24;4;11;2;7
SK041C527661;Nizny Mirosov;28;61;71;55;11;37;2;5
SK041C527670;Nizny Orlik;43;33;53;105;23;55;0;5
SK041C527688;Nova Polianka;5;14;17;17;3;9;0;1
SK041C527696;Okruhle;55;81;150;161;19;81;1;26
SK041C527734;Prikra;0;2;4;4;0;2;0;0
SK041C527742;Pstrina;3;16;13;13;0;10;0;1
SK041C527751;Radoma;38;78;98;130;10;57;1;12
SK041C527769;Rakovcik;9;17;45;37;6;21;0;1
SK041C527777;Rovne (Okres Svidnik);47;97;138;128;21;37;0;10
SK041C527785;Roztoky;101;164;81;42;7;29;6;6
SK041C527807;Sobos;8;33;34;44;1;21;0;3
SK041C527831;Strocin;78;144;116;113;25;67;4;14
SK041C527858;Svidnicka;8;26;38;40;10;18;0;2
SK041C527874;Sarbov;3;3;1;5;0;5;0;0
SK041C527882;Sarissky Stiavnik;28;35;48;78;13;51;0;11
SK041C527891;Semetkovce;9;15;25;23;4;13;1;0
SK041C527904;Stefurov;7;26;31;28;7;6;0;0
SK041C527947;Vagrinec;14;11;30;35;6;19;1;0
SK041C527955;Valkovce;12;39;63;53;13;31;0;1
SK041C527963;Vapenik;4;5;13;7;2;8;0;1
SK041C528030;Vysna Jedlova;17;31;38;60;10;29;0;4
SK041C528056;Vysna Pisana;5;13;10;21;2;13;1;0
SK041C528064;Vysny Komarnik;5;26;17;18;5;7;0;2
SK041C528072;Vysny Mirosov;76;153;159;121;25;57;2;4
SK041C528081;Vysny Orlik;43;61;72;115;23;68;0;3
SK041C580601;Dukovce;37;37;66;92;13;30;1;4
SK041D528731;Holcikovce;37;61;122;112;20;60;0;7
SK041D528749;Jasenovce;14;41;52;58;15;20;4;9
SK041D528757;Jastrabie nad Toplou;86;126;111;92;20;40;0;12
SK041D528765;Juskova Vola;18;60;74;81;9;51;1;2
SK041D528773;Kamenna Poruba (Okres Vranov nad Toplou);432;653;183;136;16;71;17;40
SK041D528781;Kladzany;57;55;103;188;26;97;1;9
SK041D528790;Komarany;71;71;93;147;17;102;2;2
SK041D528811;Kucin (Okres Vranov nad Toplou);94;236;99;83;4;27;0;13
SK041D528820;Kvakovce;28;64;119;102;17;59;1;22
SK041D528838;Majerovce;42;83;100;131;26;59;0;8
SK041D528846;Mala Domasa;135;169;105;138;23;64;2;3
SK041D528854;Matiaska;38;60;69;64;18;39;1;1
SK041D528862;Medzianky;31;44;69;97;13;40;0;5
SK041D528871;Mernik;71;104;181;144;29;73;2;10
SK041D528889;Michalok;13;55;102;53;14;31;1;7
SK041D528901;Nizny Hrabovec;184;380;335;372;65;179;4;106
SK041D528919;Nizny Hrusov;129;240;345;465;61;208;6;54
SK041D528927;Nizny Krucov;35;63;84;124;16;58;3;4
SK041D528935;Nova Kelca;27;62;84;90;14;46;0;7
SK041D528943;Ondavske Matiasovce;115;281;159;155;9;65;3;18
SK041D528960;Pavlovce (Okres Vranov nad Toplou);109;139;213;190;21;100;2;23
SK041D528978;Petkovce;14;29;28;41;8;15;0;0
SK041D528986;Petrovce (Okres Vranov nad Toplou);47;78;133;120;18;51;2;1
SK041D528994;Piskorovce;10;27;37;22;2;18;0;1
SK041D529001;Posa;182;330;134;170;20;84;0;21
SK041D529028;Prosacov;42;98;37;15;5;8;1;5
SK041D529036;Radvanovce;22;32;54;66;14;24;0;6
SK041D529044;Rafajovce;15;53;39;38;8;10;1;1
SK041D529052;Remeniny;20;42;73;87;13;34;1;3
SK041D529079;Rudlov;121;144;158;142;23;68;22;9
SK041D529109;Ruska Vola;19;40;13;7;4;3;0;0
SK041D529117;Vysny Kazimir;17;26;49;66;10;17;0;3
SK041D529125;Sacurov;589;741;384;451;67;154;5;87
SK041D529133;Secovska Polianka;308;584;672;659;101;324;4;49
SK041D529141;Sedliska;248;345;309;336;56;167;2;14
SK041D529150;Skrabske;116;269;170;142;15;56;1;6
SK041D529168;Slovenska Kajna;56;119;158;227;43;94;2;28
SK041D529176;Sol;446;865;557;418;49;226;12;56
SK041D529184;Stefanovce (Okres Vranov nad Toplou);9;26;27;31;3;5;0;6
SK041D529192;Tovarne;101;152;228;305;52;129;13;12
SK041D529206;Tovarnianska Polianka;11;16;32;36;5;9;0;1
SK041D529214;Vavrinec;6;8;19;11;3;3;0;5
SK041D529222;Vechec;616;1125;443;361;62;187;9;34
SK041D529231;Vlaca;18;47;59;58;7;31;1;5
SK041D529257;Vysny Zipov;115;244;306;277;40;133;4;23
SK041D529265;Zamutov;616;1282;614;462;69;194;14;39
SK041D529281;Zlatnik;11;12;24;15;3;11;0;0
SK041D529290;Zalobin;110;310;166;141;23;61;3;5
SK041D544051;Vranov nad Toplou;2240;3161;3667;5722;960;4093;63;1342
SK041D544060;Babie;16;41;68;51;11;35;0;8
SK041D544078;Banske;393;777;296;241;39;117;7;36
SK041D544086;Benkovce;74;118;102;159;26;74;1;3
SK041D544094;Bystre;300;577;690;675;113;327;5;58
SK041D544108;Cabov;37;66;115;118;9;36;0;2
SK041D544116;Caklov;448;946;480;491;64;215;14;29
SK041D544124;Cicava;289;584;166;142;12;59;2;34
SK041D544132;Cierne nad Toplou;74;84;190;179;36;145;1;10
SK041D544141;Dapalovce;38;100;106;106;20;58;1;4
SK041D544159;Davidov;87;124;221;201;33;104;1;10
SK041D544167;Detrik;4;11;17;13;2;5;1;1
SK041D544175;Dlhe Klcovo;148;249;318;411;39;176;1;30
SK041D544183;Durdos;34;84;66;29;11;17;3;12
SK041D544191;Giglovce;13;19;47;37;9;21;0;0
SK041D544205;Girovce;3;11;16;14;1;9;0;1
SK041D544213;Hanusovce nad Toplou;574;867;735;848;142;468;11;132
SK041D544221;Hermanovce nad Toplou;64;134;163;181;29;106;2;9
SK041D544230;Hlinne;327;684;393;284;41;126;9;23
SK041D581674;Hencovce;167;256;260;338;45;201;2;42
SK0421526509;Gelnica;616;950;1208;1650;308;938;10;271
SK0421526541;Helcmanovce;161;323;379;325;52;118;4;52
SK0421526550;Henclova;8;20;33;24;4;7;0;4
SK0421526631;Zavadka (Okres Gelnica);116;219;105;81;15;37;3;22
SK0421526649;Zakarovce;97;182;202;136;19;33;8;22
SK0421543144;Hrisovce;25;28;78;86;16;46;1;5
SK0421543187;Jaklovce;190;292;462;491;118;207;8;75
SK0421543233;Kluknava;160;222;375;436;69;226;1;39
SK0421543241;Kojsov;79;104;221;181;21;78;3;10
SK0421543322;Margecany;160;214;352;597;95;427;0;31
SK0421543365;Mnisek nad Hnilcom;378;551;376;272;37;97;12;93
SK0421543373;Nalepkovo;1022;1457;483;377;69;147;6;69
SK0421543497;Prakovce;330;636;760;853;185;340;61;127
SK0421543501;Richnava;1108;1528;214;178;31;58;12;42
SK0421543551;Smolnicka Huta;62;131;140;89;16;21;5;21
SK0421543560;Smolnik;91;228;237;240;48;87;4;51
SK0421543632;Stara Voda;10;34;66;51;12;14;0;3
SK0421543659;Svedlar;355;878;388;257;40;79;15;100
SK0421543683;Uhorna;17;60;29;17;3;4;0;11
SK0421543705;Velky Folkmar;74;137;210;275;53;111;1;23
SK0422598119;Kosice - mestska cast Kavecany;143;234;274;328;69;283;0;15
SK0422598127;Kosice - mestska cast Tahanovce;240;467;347;501;92;387;10;194
SK0422598151;Kosice - mestska cast Sever;1923;1998;1809;4476;987;6622;16;1292
SK0422598186;Kosice - mestska cast Stare Mesto;1908;1888;1452;4632;992;7466;14;1781
SK0422599875;Kosice - mestska cast Sidlisko Tahanovce;2033;2197;2510;5938;1281;5791;25;1088
SK0422599891;Kosice - mestska cast Dzungla;134;216;108;118;28;87;0;59
SK0423598194;Kosice - mestska cast Lorincik;147;112;89;181;41;307;2;4
SK0423598208;Kosice - mestska cast Peres;228;274;192;475;124;724;4;58
SK0423598216;Kosice - mestska cast Myslava;298;288;370;653;132;725;1;78
SK0423598224;Kosice - mestska cast Zapad;3692;4162;4497;10120;2110;10711;45;2401
SK0423599841;Kosice - mestska cast Saca;669;1171;1025;1301;270;700;23;563
SK0423599859;Kosice - mestska cast Polov;146;181;207;338;70;222;2;26
SK0423599883;Kosice - mestska cast Sidlisko KVP;2408;1988;2910;6047;1357;6353;34;1144
SK0423599972;Kosice - mestska cast Lunik IX;1541;1889;279;62;12;4;86;3164
SK0424598682;Kosice - mestska cast Dargovskych hrdinov;2651;2772;3594;7033;1494;5709;31;1950
SK0424599018;Kosice - mestska cast Kosicka Nova Ves;338;439;350;639;137;843;5;150
SK0425599093;Kosice - mestska cast Barca;378;515;505;1015;217;950;14;98
SK0425599786;Kosice - mestska cast Sebastovce;80;120;101;197;35;205;0;32
SK0425599794;Kosice - mestska cast Krasna;857;968;711;1210;271;1384;19;475
SK0425599816;Kosice - mestska cast Nad jazerom;2118;2838;3684;6592;1415;4341;46;1652
SK0425599824;Kosice - mestska cast Juh;1863;2220;2436;5655;1225;6323;25;1592
SK0425599913;Kosice - mestska cast Vysne Opatske;371;317;236;554;113;934;16;92
SK0426518107;Hostovce (Okres Kosice - okolie);13;43;41;64;19;19;0;3
SK0426518115;Slancik;18;25;50;61;14;26;1;6
SK0426518123;Haj (Okres Kosice - okolie);22;55;61;64;15;24;1;6
SK0426518140;Nizna Hutka;55;77;158;188;35;93;0;8
SK0426521141;Backovik;125;235;72;84;7;43;6;7
SK0426521159;Baska;104;90;76;198;35;204;2;4
SK0426521167;Belza;50;61;75;131;20;61;1;12
SK0426521175;Beniakovce;103;187;116;169;24;172;2;12
SK0426521183;Bidovce;306;406;270;332;55;221;6;33
SK0426521191;Blazice;112;179;110;131;40;60;1;18
SK0426521205;Bohdanovce;117;169;218;311;76;209;3;24
SK0426521213;Boliarov;283;431;88;66;17;39;4;52
SK0426521221;Budimir;168;133;186;352;56;342;2;49
SK0426521248;Bukovec (Okres Kosice - okolie);93;93;201;234;48;161;3;18
SK0426521256;Bunetice;11;11;26;21;7;12;0;1
SK0426521264;Buzica;142;327;225;302;48;130;2;36
SK0426521272;Cestice;72;131;194;244;49;106;1;34
SK0426521281;Cakanovce (Okres Kosice - okolie);130;248;143;92;21;46;0;8
SK0426521299;Cana;837;1401;1067;1374;282;650;11;242
SK0426521302;Cecejovce;238;349;425;575;110;312;3;101
SK0426521311;Cizatice;53;57;77;105;33;86;0;3
SK0426521329;Debrad;47;91;65;119;15;38;0;34
SK0426521337;Drienovec;456;855;357;359;55;115;15;154
SK0426521345;Druzstevna pri Hornade;413;739;527;571;113;304;6;91
SK0426521353;Durdosik;119;85;91;191;27;147;1;6
SK0426521361;Durkov;388;652;354;272;63;134;5;58
SK0426521370;Geca;221;296;359;553;92;255;4;42
SK0426521388;Gynov;77;102;161;171;48;96;0;14
SK0426521396;Hacava;13;92;45;30;8;5;3;7
SK0426521400;Haniska (Okres Kosice - okolie);197;229;327;405;76;224;2;34
SK0426521418;Herlany;40;44;69;76;4;52;0;1
SK0426521426;Hodkovce;55;33;55;96;22;75;0;3
SK0426521442;Hrasovik;44;48;52;126;14;85;0;14
SK0426521469;Hylov;50;62;101;172;28;94;1;4
SK0426521477;Chrastne;98;156;100;129;26;106;0;17
SK0426521485;Janik;79;115;132;180;30;62;1;15
SK0426521493;Jasov;740;1270;398;394;84;202;12;435
SK0426521507;Kalsa;84;111;164;207;34;101;2;21
SK0426521523;Kecerovce;1071;1903;467;145;29;52;8;119
SK0426521540;Kecerovsky Lipovec;12;23;33;28;7;10;0;0
SK0426521558;Koksov-Baksa;160;184;275;378;60;169;0;25
SK0426521566;Komarovce;49;54;85;152;22;33;0;10
SK0426521574;Kosicka Bela;95;159;244;266;54;151;3;14
SK0426521582;Kosicka Polianka;132;177;204;254;32;188;0;43
SK0426521591;Kosicke Olsany;209;307;229;295;53;180;4;71
SK0426521604;Kosicky Klecenov;34;50;82;65;14;41;0;10
SK0426521612;Kralovce;140;399;181;204;47;117;17;44
SK0426521639;Kysak;155;156;239;500;83;280;1;55
SK0426521655;Mala Ida;201;200;221;427;65;550;1;36
SK0426521663;Mala Lodina;18;25;52;81;15;33;0;4
SK0426521671;Medzev;696;1061;751;814;198;357;14;216
SK0426521680;Mokrance;133;191;268;440;111;200;2;22
SK0426521698;Moldava nad Bodvou;1578;2493;1578;2690;488;1135;41;302
SK0426521701;Mudrovce;2;8;14;21;7;10;0;3
SK0426521728;Nizna Kamenica;67;77;122;182;53;100;0;23
SK0426521736;Nizna Mysla;249;386;220;355;58;220;4;76
SK0426521744;Nizny Caj;22;58;55;78;13;46;3;11
SK0426521752;Nizny Klatov;100;122;146;227;58;187;2;36
SK0426521761;Nizny Lanec;85;181;63;68;12;29;1;8
SK0426521779;Turnianska Nova Ves;26;45;74;108;18;27;3;7
SK0426521787;Novacany;94;155;120;189;42;114;0;35
SK0426521795;Nova Polhora;71;83;126;124;28;66;0;6
SK0426521809;Novy Salas;34;28;47;70;10;28;1;3
SK0426521817;Obisovce;62;88;75;133;32;79;0;2
SK0426521825;Olsovany;104;148;133;152;34;94;6;5
SK0426521833;Opatka;12;12;21;30;3;21;0;4
SK0426521841;Opina;21;56;49;34;7;24;1;4
SK0426521850;Panovce;53;85;116;180;42;107;1;5
SK0426521868;Peder;41;85;70;114;26;46;0;7
SK0426521876;Perin-Chym;160;293;302;432;94;188;6;57
SK0426521884;Ploske (Okres Kosice - okolie);126;162;230;221;47;129;1;36
SK0426521892;Poproc (Okres Kosice - okolie);282;379;541;801;170;429;1;78
SK0426521906;Rakos (Okres Kosice - okolie);33;72;83;98;19;41;0;13
SK0426521914;Rankovce;273;432;150;51;10;19;2;17
SK0426521922;Resica;27;51;69;114;26;36;1;11
SK0426521931;Rozhanovce;321;410;389;655;130;596;1;89
SK0426521949;Rudnik (Okres Kosice - okolie);55;84;124;185;40;95;0;25
SK0426521957;Ruskov;199;204;320;461;85;256;3;44
SK0426521965;Sady nad Torysou;263;329;346;460;86;336;7;137
SK0426521973;Sena;296;488;464;507;100;238;3;74
SK0426521981;Skaros;139;244;246;253;49;155;2;20
SK0426522007;Slanec;200;302;351;350;70;162;8;46
SK0426522015;Slanska Huta;33;34;67;62;12;24;1;6
SK0426522023;Slanske Nove Mesto;44;65;124;134;34;53;2;8
SK0426522031;Sokol;153;284;218;285;47;230;8;25
SK0426522040;Svinica;139;240;185;216;43;111;10;45
SK0426522066;Semsa;66;151;165;185;46;151;59;23
SK0426522074;Stos;110;216;166;138;33;46;0;28
SK0426522082;Trebejov;15;28;27;65;11;58;0;2
SK0426522091;Trstany;32;38;54;94;10;72;0;2
SK0426522104;Trstene pri Hornade;174;239;352;406;68;172;1;59
SK0426522121;Vajkovce;143;164;150;177;32;226;1;48
SK0426522139;Valaliky;620;899;892;1065;192;604;9;194
SK0426522147;Velka Ida;997;1426;544;464;107;119;19;235
SK0426522155;Velka Lodina;53;73;86;57;10;19;4;16
SK0426522163;Vtackovce;295;659;149;64;9;8;9;50
SK0426522171;Vysna Hutka;53;83;123;134;27;72;2;14
SK0426522180;Vysna Kamenica;46;58;64;78;12;71;1;1
SK0426522198;Vysna Mysla;107;159;208;274;54;142;4;9
SK0426522201;Vysny Caj;47;62;80;85;18;35;1;1
SK0426522210;Vysny Klatov;35;68;114;139;22;84;1;7
SK0426522244;Zlata Idka;37;57;73;121;20;73;0;11
SK0426522252;Zarnov;54;107;85;119;19;18;2;29
SK0426522261;Zdana;186;250;287;348;56;189;3;64
SK0426559687;Kechnec;153;247;232;280;60;139;1;25
SK0426559784;Turna nad Bodvou;576;1091;592;665;142;222;26;386
SK0426559831;Bociar;42;44;55;65;13;27;0;3
SK0426559865;Sokolany;264;408;214;259;45;115;4;52
SK0426559873;Dvorniky-Vcelare;74;82;108;137;36;52;0;23
SK0426559881;Zadiel;11;34;40;47;10;10;0;3
SK0426580252;Milhost;41;121;98;74;18;25;2;13
SK0426582093;Vysny Medzev;64;112;112;130;30;52;3;19
SK0426582514;Kostolany nad Hornadom;126;193;273;369;52;195;0;39
SK0426599310;Chorvaty;7;33;30;15;5;9;0;4
SK0427513857;Budince;45;58;46;49;8;10;2;8
SK0427522279;Michalovce;3567;4667;5766;10607;1692;7831;96;2478
SK0427522287;Bajany;48;109;97;121;17;60;1;10
SK0427522295;Banovce nad Ondavou;73;95;162;208;25;108;6;20
SK0427522368;Bracovce;130;216;241;210;32;65;9;28
SK0427522376;Budkovce;153;296;361;432;58;156;7;35
SK0427522392;Cecehov;56;63;75;94;19;60;6;12
SK0427522406;Dubravka;70;102;125;232;26;105;1;13
SK0427522414;Falkusovce;69;173;169;141;14;51;3;42
SK0427522431;Hatalov;79;151;156;203;26;96;0;20
SK0427522449;Hazin;45;66;87;136;21;105;6;16
SK0427522465;Hnojne;22;66;51;63;6;15;2;7
SK0427522481;Horovce (Okres Michalovce);143;208;186;190;32;74;9;30
SK0427522511;Inacovce;178;338;81;115;22;46;2;43
SK0427522546;Jastrabie pri Michalovciach;32;65;55;86;14;38;1;6
SK0427522562;Jovsa;79;108;197;243;36;111;2;62
SK0427522571;Kacanov;129;182;76;74;5;20;9;11
SK0427522589;Kaluza;42;43;71;141;13;119;0;13
SK0427522597;Klokocov (Okres Michalovce);25;54;74;147;24;74;0;11
SK0427522635;Zemplinske Kopcany;127;262;54;17;1;7;4;14
SK0427522651;Krasnovce;59;79;120;215;31;128;0;8
SK0427522686;Kusin;32;37;63;116;29;53;1;14
SK0427522694;Lastomir;167;229;235;341;53;196;7;20
SK0427522708;Laskovce;183;320;94;85;13;25;5;20
SK0427522724;Lesne;65;67;90;142;26;40;1;20
SK0427522732;Lozin;89;196;184;216;32;81;3;28
SK0427522741;Lucky (Okres Michalovce);80;143;116;146;34;65;2;17
SK0427522759;Malcice;234;644;254;179;25;49;17;80
SK0427522767;Male Raskovce;12;38;60;73;6;28;1;4
SK0427522783;Markovce;228;498;155;84;15;31;3;44
SK0427522791;Moravany;99;201;228;288;41;151;2;21
SK0427522805;Nacina Ves;207;593;299;437;42;147;11;72
SK0427522848;Oreske (Okres Michalovce);51;64;140;143;18;66;1;9
SK0427522864;Palin;82;218;157;219;28;116;1;44
SK0427522872;Pavlovce nad Uhom;768;2281;566;413;53;153;70;316
SK0427522881;Petrikovce;19;50;42;45;6;20;0;9
SK0427522902;Petrovce nad Laborcom;176;273;215;252;30;94;6;19
SK0427522945;Poruba pod Vihorlatom;45;78;153;206;30;73;0;21
